symbol,exchange,company_name,display_name,en_company_name,vietstock_company_name,name_match_status,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,vietstock_financial_url,status,needs_review,review_reason
FLC,UPCOM,CTCP Tập đoàn FLC,CTCP Tập đoàn FLC,FLC Group JSC,"CTCP Tập đoàn FLC - FLC.,JSC - Hồ sơ doanh nghiệp",MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Bất động sản,Quản lý và phát triển bất động sản,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/FLC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FLC/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
GGG,UPCOM,CTCP Ô tô Giải Phóng,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,CTCP Ô tô Giải Phóng - GMC JSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GGG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GGG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
GHC,UPCOM,CTCP Thủy điện Gia Lai,CTCP Thủy điện Gia Lai,Gia Lai Hydropower JSC,CTCP Thủy điện Gia Lai - GHC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GHC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GHC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
GSM,UPCOM,CTCP Thủy điện Hương Sơn,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stocks Company,CTCP Thủy điện Hương Sơn - HUONGSON HP JSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GSM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GSM/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HAR,HOSE,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien JSC,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền - CTCP An Dương Thảo Điền - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HAR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAR/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HDW,UPCOM,CTCP Kinh doanh Nước sạch Hải Dương,CTCP Kinh doanh Nước sạch Hải Dương,Hai Duong Water Joint Stock Company,CTCP Kinh doanh Nước sạch Hải Dương - HADUWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HDW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HDW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HHG,UPCOM,CTCP Hoàng Hà,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,CTCP Hoàng Hà - HoangHa JSC - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Vận tải mặt đất,Công nghiệp,Vận tải,Vận tải mặt đất,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HHG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HIO,UPCOM,CTCP Helio Energy,CTCP Helio Energy,Helio Energy Joint Stock Company,"CTCP Helio Energy - Helio Energy.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HIO/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HIO/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HJS,HNX,CTCP Thủy điện Nậm Mu,CTCP Thủy điện Nậm Mu,Nam Mu Hydropower JSC,CTCP Thủy điện Nậm Mu - NAM MU HJSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HJS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HJS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,CTCP Đầu tư và Phát triển Bất động sản Hudland,Hudland Real Estate Investmnet and Development JSC,"CTCP Đầu tư và Phát triển Bất động sản Hudland - HUDLAND., JSC - Hồ sơ doanh nghiệp",MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HLD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HNA,HOSE,CTCP Thủy điện Hủa Na,CTCP Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,CTCP Thủy điện Hủa Na - HHC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HNA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HNA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HND,UPCOM,CTCP Nhiệt điện Hải Phòng,CTCP Nhiệt điện Hải Phòng,Hai Phong Thermal Power Joint Stock Company,"CTCP Nhiệt điện Hải Phòng - HAIPHONG TP.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HND/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HND/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HPI,UPCOM,CTCP Khu công nghiệp Hiệp Phước,CTCP Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,CTCP Khu công nghiệp Hiệp Phước - HIP JSC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HPI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HPI/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HPW,UPCOM,CTCP Cấp nước Hải Phòng,CTCP Cấp nước Hải Phòng,Hai Phong Water JSC,CTCP Cấp nước Hải Phòng - Công ty Cấp nước Hải Phòng (Hai Phong water) - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HPW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HPW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HTE,UPCOM,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Ho Chi Minh City Electric Power Trading Investment Corporation,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh - HCMPC TRADINCORP - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/HTE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTE/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
HTI,HOSE,CTCP Đầu tư Phát triển Hạ tầng IDICO,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,CTCP Đầu tư Phát triển Hạ tầng IDICO - IDICO-IDI.JSC - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HTI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTI/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HTP,UPCOM,CTCP In Sách Giáo khoa Hòa Phát,CTCP In Sách Giáo khoa Hòa Phát,HTINVEST JSC,"CTCP In Sách Giáo khoa Hòa Phát - HTINVEST.,JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HTP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
HWS,UPCOM,CTCP Cấp nước Huế,CTCP Cấp nước Huế,Hue Water Supply Joint Stock Company,CTCP Cấp nước Huế - HueWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HWS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HWS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
IDV,HNX,CTCP Phát triển Hạ tầng Vĩnh Phúc,CTCP Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development JSC,CTCP Phát triển Hạ tầng Vĩnh Phúc - VPID - JSC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/IDV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IDV/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ILB,HOSE,CTCP ICD Tân Cảng - Long Bình,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang ? Long Binh JSC,CTCP ICD Tân Cảng - Long Bình - ICD Tân Cảng - Long Bình - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ILB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ILB/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ILS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,International Investment Trade and Service Group Company,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế - INTERSERCO - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ILS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ILS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ING,UPCOM,CTCP Đầu tư và Phát triển Xây dựng,CTCP Đầu tư và Phát triển Xây dựng,The Investment & Construction Development Corporation,CTCP Đầu tư và Phát triển Xây dựng - INVESTCO.CORP - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ING/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ING/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
IPA,HNX,CTCP Tập đoàn Đầu tư I.P.A,CTCP Tập đoàn Đầu tư I.P.A,I.P.A Investments Group Joint Stock Company,"CTCP Tập đoàn Đầu tư I.P.A - I.P.A Group.,JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/IPA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IPA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ISH,UPCOM,CTCP Thủy điện Srok Phu Miêng IDICO,CTCP Thủy điện Srok Phu Miêng IDICO,Idico Scrok Phu Mieng Hydro Power Joint Stock Company,CTCP Thủy điện Srok Phu Miêng IDICO - IDICO - SHP - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ISH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ISH/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ITA,UPCOM,CTCP Đầu tư và Công nghiệp Tân Tạo,CTCP Đầu tư và Công nghiệp Tân Tạo,Tan Tao Investment and Industry Corporation,CTCP Đầu tư và Công nghiệp Tân Tạo - ITACO - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ITA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ITA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ITC,HOSE,CTCP Đầu tư và Kinh doanh Nhà,CTCP Đầu tư và Kinh doanh Nhà,Investment and Trading Of Real Estate JSC,CTCP Đầu tư và Kinh doanh Nhà - INTRESCO - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ITC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ITC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
IVS,HNX,CTCP Chứng khoán Guotai Junan (Việt Nam),CTCP Chứng khoán Guotai Junan (Việt Nam),Guotai Junan Securities (Vietnam) Corp.,CTCP Chứng khoán Guotai Haitong (Việt Nam) - GTHT (Vietnam) - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/IVS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IVS/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
JVC,HOSE,CTCP Thiết bị Y tế Việt Nhật,CTCP Thiết bị Y tế Việt Nhật,Japan Vietnam Medical Instrument Joint Stock Company,"CTCP Đầu tư và Phát triển Y tế Việt Nhật - JVCorp.,JSC - Hồ sơ doanh nghiệp",MISMATCH_REVIEW,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Dược & Y tế,NORMAL,19,cham soc suc khoe,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/JVC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/JVC/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
KHP,HOSE,CTCP Điện lực Khánh Hòa,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,CTCP Điện lực Khánh Hòa - KHPC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/KHP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KHP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
KHW,UPCOM,CTCP Cấp thoát nước Khánh Hòa,CTCP Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage JSC,CTCP Cấp thoát nước Khánh Hòa - KHAWASSCO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/KHW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KHW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
KOS,HOSE,CTCP KOSY,CTCP KOSY,KOSY Joint Stock Company,"CTCP KOSY - KOSY.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/KOS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KOS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
KPF,UPCOM,CTCP Đầu tư tài sản Koji,CTCP Đầu tư tài sản Koji,Koji Asset Investment Joint Stock Company,"CTCP Đầu tư tài sản Koji - KOJI ASSET INVEST.,JSC - Hồ sơ doanh nghiệp",MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/KPF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KPF/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LAI,UPCOM,CTCP Đầu Tư Xây dựng Long An IDICO,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO Long An Investment Construction Joint Stock Company,CTCP Đầu Tư Xây dựng Long An IDICO - IDICO - LINCO - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Bất động sản đa dạng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LAI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LAI/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LDW,UPCOM,CTCP Cấp thoát nước Lâm Đồng,CTCP Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage JSC,CTCP Cấp thoát nước Lâm Đồng - LAWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LDW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LDW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LGC,HOSE,CTCP Đầu tư Cầu đường CII,CTCP Đầu tư Cầu đường CII,CII Bridges & Roads Investment JSC,CTCP Đầu tư Cầu đường CII - CII Bridges and Roads - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LGC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LGC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LGL,HOSE,CTCP Đầu tư và Phát triển Đô thị Long Giang,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment & Urban Development JSC,CTCP Đầu tư và Phát triển Đô thị Long Giang - LONG GIANG LAND - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Bất động sản đa dạng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LGL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LGL/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LHG,HOSE,CTCP Long Hậu,CTCP Long Hậu,Long Hau Corporation,CTCP Long Hậu - LHC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LHG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LIX,HOSE,CTCP Bột Giặt Lix,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,CTCP Bột Giặt Lix - LIXCO - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LIX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LIX/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
LSG,UPCOM,CTCP Bất động sản Sài Gòn Vina,CTCP Bất động sản Sài Gòn Vina,Saigon Vina Land Joint Stock Company,CTCP Bất động sản Sài Gòn Vina - LAND SAIGON - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/LSG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LSG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
MAC,HNX,CTCP Tập đoàn Macstar,CTCP Tập đoàn Macstar,Macstar Group Corporation,CTCP Tập đoàn Macstar - Macstar Group - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/MAC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MAC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
MCG,UPCOM,CTCP Năng lượng và Bất động sản MCG,CTCP Năng lượng và Bất động sản MCG,MCG Energy and Real Estate JSC,"CTCP Năng lượng và Bất động sản MCG - MEG E&R.,JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Tiện ích,Phát điện độc lập và điện tái tạo,,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/MCG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MCG/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
MH3,UPCOM,CTCP Khu Công nghiệp Cao su Bình Long,CTCP Khu Công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation,CTCP Khu Công nghiệp Cao su Bình Long - BLIP - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/MH3/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MH3/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
MTA,UPCOM,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Ha Tinh Minerals and Trading Joint Stock Corporation,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP - MITRACO - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/MTA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MTA/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
NAP,HNX,CTCP Cảng Nghệ Tĩnh,CTCP Cảng Nghệ Tĩnh,Nghetinh Port Holding Joint Stock Company,CTCP Cảng Nghệ Tĩnh - NgheTinhport - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NAP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NAP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NAW,UPCOM,CTCP Cấp nước Nghệ An,CTCP Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,"CTCP Cấp nước Nghệ An - NAWAS CO.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NAW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NAW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NBB,HOSE,CTCP Đầu tư Năm Bảy Bảy,CTCP Đầu tư Năm Bảy Bảy,577 Investment Corporation,CTCP Đầu tư Năm Bảy Bảy - 577 CORP - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NBB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NBB/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NBT,UPCOM,CTCP Cấp thoát nước Bến Tre,CTCP Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage JSC,CTCP Cấp thoát nước Bến Tre - BEWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NBT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NBT/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
